Module,Gene
Module_37049,FOXH1
Module_37056,FOXH1
Module_37049,MFSD3
Module_37056,MFSD3
Module_37049,ARHGAP39
Module_37056,ARHGAP39
Module_37049,LRRC14
Module_37056,LRRC14
Module_37049,RECQL4
Module_37056,RECQL4
Module_37056,C8orf82
Module_26771,PLSCR1
Module_28725,ZNF827
Module_28728,ZNF827
Module_28728,LSM6
Module_28728,SMAD1
Module_2262,NBPF11
Module_30569,JAKMIP2
Module_30569,SCGB3A2
Module_26800,GYG1
Module_26800,HLTF
Module_35266,ZNF425
Module_35267,ZNF425
Module_35266,ZNF398
Module_35267,ZNF398
Module_35266,ZNF282
Module_35267,ZNF282
Module_35266,ZNF786
Module_35267,ZNF786
Module_35267,ZNF212
Module_35267,ZNF783
Module_35267,LOC155060
Module_35267,PDIA4
Module_30605,CSNK1A1
Module_26809,TM4SF18
Module_2274,LOC100996741
Module_33032,PPIL4
Module_33032,GINM1
Module_30661,MYOZ3
Module_30663,MYOZ3
Module_30661,RBM22
Module_30663,RBM22
Module_30661,SMIM3
Module_30663,SMIM3
Module_30661,DCTN4
Module_30663,DCTN4
Module_30661,NDST1
Module_30663,NDST1
Module_30663,ZNF300
Module_35304,REPIN1
Module_35304,ZNF775
Module_35304,LOC728743
Module_35304,RARRES2
Module_2299,MCL1
Module_2299,GOLPH3L
Module_2299,TARS2
Module_2299,ENSA
Module_2299,CTSK
Module_26845,MED12L
Module_26845,GPR87
Module_26851,GPR87
Module_2322,SCNM1
Module_2322,SEMA6C
Module_2322,VPS72
Module_2322,LYSMD1
Module_2322,PIP5K1A
Module_30690,ATOX1
Module_30690,G3BP1
Module_30690,SPARC
Module_30690,LOC100652758
Module_35355,RHEB
Module_33064,RMND1
Module_33064,ZBTB2
Module_33064,AKAP12
Module_2354,S100A11
Module_2354,S100A10
Module_28773,FAM160A1
Module_28773,SH3D19
Module_26861,RAP2B
Module_30699,FAM114A2
Module_30699,MFAP3
Module_30707,GALNT10
Module_2372,NPR1
Module_2372,ILF2
Module_28804,ARFIP1
Module_28804,TIGD4
Module_28804,TMEM154
Module_28804,FHDC1
Module_28804,LOC729870
Module_30724,LARP1
Module_28818,TRIM2
Module_28818,MND1
Module_2385,HAX1
Module_2385,ATP8B2
Module_2385,IL6R
Module_2385,UBAP2L
Module_2385,C1orf43
Module_28833,SFRP2
Module_28833,RNF175
Module_35384,PAXIP1-AS1
Module_35384,PAXIP1
Module_2409,FLAD1
Module_2409,LOC101928120
Module_2409,PYGO2
Module_2409,SHC1
Module_2409,CKS1B
Module_2409,ZBTB7B
Module_2409,ADAM15
Module_2409,PBXIP1
Module_2426,KRTCAP2
Module_2426,SLC50A1
Module_2426,TRIM46
Module_2426,DPM3
Module_26897,SSR3
Module_2485,MEF2D
Module_2485,C1orf61
Module_2513,NES
Module_2513,ISG20L2
Module_2513,CRABP2
Module_2513,RRNAD1
Module_2513,MRPL24
Module_2513,PRCC
Module_2513,HDGF
Module_26904,CCNL1
Module_35418,DNAJB6
Module_26918,VEPH1
Module_30760,CLINT1
Module_33120,ZDHHC14
Module_2541,KIRREL
Module_21155,GALNT5
Module_35438,PTPRN2
Module_30770,UBLCP1
Module_30770,RNF145
Module_33144,TULP4
Module_33160,RSPH3
Module_33160,EZR
Module_33161,EZR
Module_33160,C6orf99
Module_33161,C6orf99
Module_21163,PKP4
Module_21163,CCDC148
Module_30777,TTC1
Module_30786,TTC1
Module_30801,TTC1
Module_30777,PWWP2A
Module_30786,PWWP2A
Module_30801,PWWP2A
Module_26946,SCHIP1
Module_30786,FABP6
Module_30801,FABP6
Module_30786,CCNJL
Module_30801,CCNJL
Module_30801,SLU7
Module_30801,PTTG1
Module_2581,PIGM
Module_2581,ATP1A2
Module_2585,ATP1A2
Module_2581,IGSF8
Module_2585,IGSF8
Module_2581,PEA15
Module_28883,RAPGEF2
Module_2602,NCSTN
Module_2602,COPA
Module_2602,VANGL2
Module_2602,DCAF8
Module_2602,PEX19
Module_33173,LOC729603
Module_26960,PPM1L
Module_26960,KPNA4
Module_26960,SCARNA7
Module_26960,B3GALNT1
Module_2609,USF1
Module_2609,ITLN2
Module_2609,F11R
Module_2609,TSTD1
Module_2609,LOC101928372
Module_26973,SPTSSB
Module_21181,RBMS1
Module_21193,PSMD14
Module_21193,TANK
Module_2639,C1orf226
Module_2639,NOS1AP
Module_21210,FIGN
Module_2675,LMX1A
Module_2711,MPZL1
Module_2711,CREG1
Module_30831,WWC1
Module_21225,B3GALT1
Module_21226,B3GALT1
Module_21234,B3GALT1
Module_21246,CERS6
Module_28928,CBR4
Module_28928,PALLD
Module_30858,GABRP
Module_30859,GABRP
Module_30858,RANBP17
Module_30859,RANBP17
Module_21254,FASTKD1
Module_21254,BBS5
Module_21254,LRP2
Module_2746,GORAB
Module_28956,AADAT
Module_21263,MYO3B
Module_2751,FMO4
Module_2752,FMO4
Module_21267,SP5
Module_21276,GORASP2
Module_21276,TLK1
Module_30910,ERGIC1
Module_30918,STC2
Module_30934,BOD1
Module_2792,CENPL
Module_2792,RC3H1
Module_2792,DARS2
Module_2792,RABGAP1L
Module_2809,RABGAP1L
Module_2792,KLHL20
Module_2792,ZBTB37
Module_2792,GAS5-AS1
Module_2792,GAS5
Module_28958,GALNT7
Module_21325,SP3
Module_2809,MRPS14
Module_2809,KIAA0040
Module_30971,THOC3
Module_30971,CPLX2
Module_30985,RNF44
Module_30985,GPRIN1
Module_30985,FAF2
Module_31028,NSD1
Module_31028,FGFR4
Module_31028,ZNF346
Module_31028,UIMC1
Module_31039,GRK6
Module_31041,GRK6
Module_31041,PRR7
Module_31041,FAM193B
Module_31041,DBN1
Module_31041,PDLIM7
Module_31041,PRR7-AS1
Module_31041,DOK3
Module_27045,TBL1XR1
Module_31067,PHYKPL
Module_31067,RMND5B
Module_31067,NHP2
Module_31067,HNRNPAB
Module_31067,FAM153C
Module_31079,CLK4
Module_31079,COL23A1
Module_21388,TTC30A
Module_31088,RUFY1
Module_31089,RUFY1
Module_31097,RUFY1
Module_31088,HNRNPH1
Module_31089,HNRNPH1
Module_31097,HNRNPH1
Module_21392,RBM45
Module_21392,OSBPL6
Module_31097,MAML1
Module_31099,MAML1
Module_31097,CBY3
Module_31097,CANX
Module_31099,CANX
Module_31099,SQSTM1
Module_31099,MGAT4B
Module_31099,TBC1D9B
Module_31146,MGAT1
Module_31147,MGAT1
Module_31146,FLT4
Module_31147,FLT4
Module_31146,ZFP62
Module_31147,ZFP62
Module_31146,HEIH
Module_31147,HEIH
Module_31146,TRIM41
Module_31147,TRIM41
Module_31146,TRIM52
Module_31147,TRIM52
Module_31146,LINC00847
Module_31147,LINC00847
Module_21407,CWC22
Module_21413,CWC22
Module_21407,ZNF385B
Module_21413,ZNF385B
Module_2865,IER5
Module_2868,IER5
Module_2865,STX6
Module_2868,STX6
Module_21418,ITGA4
Module_28985,TENM3
Module_29005,TENM3
Module_27110,MCF2L2
Module_27110,LINC00888
Module_29012,DCTD
Module_29012,WWC2
Module_29012,WWC2-AS2
Module_27137,EIF4G1
Module_27143,EIF4G1
Module_27144,EIF4G1
Module_27137,CLCN2
Module_27143,CLCN2
Module_27144,CLCN2
Module_27137,PSMD2
Module_27144,PSMD2
Module_27137,CAMK2N2
Module_27144,CAMK2N2
Module_27137,ECE2
Module_27144,ECE2
Module_27137,FAM131A
Module_27143,FAM131A
Module_27144,FAM131A
Module_27137,ALG3
Module_27144,ALG3
Module_27159,EPHB3
Module_27160,EPHB3
Module_29023,STOX2
Module_29030,IRF2
Module_29030,CASP3
Module_29032,CASP3
Module_29034,CASP3
Module_27201,ETV5
Module_29092,CYP4V2
Module_29092,FAM149A
Module_29092,KLKB1
Module_21450,FAM171B
Module_29098,FAT1
Module_21471,GULP1
Module_21471,COL5A2
Module_21483,COL5A2
Module_27257,CLDN1
Module_27270,CCDC50
Module_21506,NAB1
Module_21506,MFSD6
Module_21513,GLS
Module_27272,FGF12
Module_2924,RGS2
Module_27313,ATP13A3
Module_27313,HES1
Module_27316,HES1
Module_27331,LSG1
Module_27331,TMEM44
Module_27331,FAM43A
Module_27340,SDHAP2
Module_27347,SDHAP1
Module_27347,TFRC
Module_27368,FBXO45
Module_27368,WDR53
Module_27368,RNF168
Module_27373,CEP19
Module_27373,PIGX
Module_27373,NRROS
Module_21526,SLC39A10
Module_21537,STK17B
Module_27406,LOC220729
Module_27406,BDH1
Module_27423,RPL35A
Module_27423,LRCH3
Module_2946,NR5A2
Module_2947,ZNF281
Module_2948,ZNF281
Module_2967,LAD1
Module_2967,TNNT2
Module_2994,NAV1
Module_3000,NAV1
Module_3000,IPO9
Module_3006,SHISA4
Module_3006,LMOD1
Module_21599,FZD7
Module_21604,FZD7
Module_21604,ALS2
Module_3052,BTG2
Module_3053,BTG2
Module_3064,SOX13
Module_3068,SOX13
Module_3068,GOLT1A
Module_3068,ETNK2
Module_3117,CNTN2
Module_3117,TMEM81
Module_3133,TMEM81
Module_3133,DSTYK
Module_3133,TMCC2
Module_3133,NUAK2
Module_3133,RBBP5
Module_3163,SLC45A3
Module_3163,SLC41A1
Module_3163,ELK4
Module_3163,NUCKS1
Module_3163,CDK18
Module_21628,NRP2
Module_21635,NRP2
Module_21636,GCSHP3
Module_21636,INO80D
Module_21636,NDUFS1
Module_21636,EEF1B2
Module_21656,KLF7
Module_21669,FZD5
Module_21689,MAP2
Module_21708,CPS1
Module_21708,LANCL1
Module_3291,FLVCR1
Module_3291,FLVCR1-AS1
Module_3291,VASH2
Module_3302,SMYD2
Module_3304,SMYD2
Module_3315,KCTD3
Module_21752,IGFBP2
Module_3318,RRP15
Module_3325,RRP15
Module_3318,TGFB2
Module_3325,TGFB2
Module_3329,TGFB2
Module_21770,CXCR2
Module_21783,VIL1
Module_21783,ARPC2
Module_21783,TMBIM1
Module_21783,CTDSP1
Module_21783,PNKD
Module_21783,AAMP
Module_21844,CHPF
Module_21844,OBSL1
Module_21844,STK11IP
Module_21844,TMEM198
Module_21844,SLC4A3
Module_3388,FBXO28
Module_21875,MRPL44
Module_21875,WDFY1
Module_21875,AP1S3
Module_21875,SERPINE2
Module_21878,SERPINE2
Module_3439,H3F3A
Module_3440,H3F3A
Module_3441,H3F3A
Module_3439,H3F3AP4
Module_3440,H3F3AP4
Module_3441,H3F3AP4
Module_3441,SDE2
Module_3441,LIN9
Module_3474,CDC42BPA
Module_21888,RHBDD1
Module_21888,IRS1
Module_3478,SNAP47
Module_3478,JMJD4
Module_3485,ARF1
Module_3485,MRPL55
Module_3485,C1orf35
Module_3485,IBA57
Module_3550,COG2
Module_3565,EXOC8
Module_3565,TSNAX
Module_3565,C1orf131
Module_3565,EGLN1
Module_3565,GNPAT
Module_3565,SPRTN
Module_21941,B3GNT7
Module_21942,B3GNT7
Module_21949,B3GNT7
Module_21941,NCL
Module_21949,NCL
Module_21959,NCL
Module_21959,LINC00471
Module_21961,PTMA
Module_21963,PTMA
Module_21965,PTMA
Module_21963,PDE6D
Module_21965,PDE6D
Module_21965,NPPC
Module_3579,SIPA1L2
Module_3579,MAP10
Module_21977,ECEL1P2
Module_21977,ALPPL2
Module_21977,ECEL1
Module_3591,KCNK1
Module_22006,NGEF
Module_22028,ARL4C
Module_22031,ARL4C
Module_22076,COPS8
Module_22082,MLPH
Module_22082,RAB17
Module_22095,RAB17
Module_22082,COL6A3
Module_3656,CHRM3
Module_3677,CHRM3
Module_22140,ASB1
Module_22170,KIF1A
Module_22170,C2orf54
Module_22189,FARP2
Module_3696,MAP1LC3C
Module_22206,D2HGDH
Module_22207,D2HGDH
Module_22207,DTYMK
Module_22207,ING5
Module_3703,ZBTB18
Module_3705,ZBTB18
Module_3707,ZBTB18
Module_3703,AKT3
Module_3705,AKT3
Module_3707,AKT3
Module_3717,COX20
Module_3717,HNRNPU
